responseID,persona,human,ss
R_sNiwTBrhN7lXZOp,"Racially, I am . I am male. I was born in 1979. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in New Brunswick. ",2,2
R_sMNUhzAaXmch01b,"Racially, I am white. I am female. I was born in 1954. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Ontario. ",1,2
R_sc0sYPmTt6EJlW9,"Racially, I am white. I am female. I was born in 1956. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Quebec. ",-1,2
R_snfek5KaK5Kt32x,"Racially, I am white. I am male. I was born in 1957. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Ontario. ",1,2
R_stgtow3ZLQp9LQB,"Racially, I am white. I am not male or female. I was born in 1990. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Alberta. ",1,2
R_se32CLYlZF9Z1WF,"Racially, I am white. I am female. I was born in 1971. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in British Columbia. ",1,2
R_soNO9WritrjaiTD,"Racially, I am white. I am male. I was born in 1959. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Ontario. ",-1,2
R_tE4u7JPWf52dvSp,"Racially, I am white. I am male. I was born in 1952. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in British Columbia. ",1,2
R_tR1lx2MC4cbse89,"Racially, I am white. I am female. I was born in 1972. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in Saskatchewan. ",1,1
R_tJQRGfy8KN1GSLD,"Racially, I am white. I am male. I was born in 1945. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in New Brunswick. ",1,2
R_tS37MGgX83VVuBH,"Racially, I am white. I am male. I was born in 1973. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 9. I live in Ontario. ",1,2
R_u2qNVTt72uSyQcV,"Racially, I am Asian. I am female. I was born in 1982. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in Ontario. ",1,1
R_tWdyMgOtm9AUVy1,"Racially, I am white. I am male. I was born in 1951. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Ontario. ",1,2
R_u8F1jR72ntb4OJz,"Racially, I am Arab. I am male. I was born in 1969. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Quebec. ",-1,1
R_u8vgf7ByGQngt8J,"Racially, I am white. I am female. I was born in 1952. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 9. I live in Ontario. ",1,2
R_u33QjaXpLKiX6nf,"Racially, I am white. I am female. I was born in 1952. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Ontario. ",1,1
R_u9wgdaMQrU51Qrv,"Racially, I am white. I am female. I was born in 1952. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Ontario. ",1,2
R_ugl7SNEgIyYDeVP,"Racially, I am white. I am female. I was born in 1975. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 2. I live in Ontario. ",1,1
R_ua0IQ4h5w7nglrj,"Racially, I am white. I am female. I was born in 1961. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Quebec. ",1,1
R_ufcqgKkY6URpHjP,"Racially, I am white. I am male. I was born in 1977. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Quebec. ",-1,2
R_udKcX6LxihS0B2N,"Racially, I am white. I am female. I was born in 1983. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Nova Scotia. ",1,1
R_uk9ZB47WxActHpL,"Racially, I am white. I am male. I was born in 1997. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Ontario. ",2,2
R_ulaQ9YjqNHTIdXj,"Racially, I am white. I am female. I was born in 1966. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Newfoundland and Labrador. ",2,1
R_ukt0C1VvvwQ7LuV,"Racially, I am Asian. I am female. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in Alberta. ",-1,2
R_uw7YsiBluXINcD7,"Racially, I am Asian. I am female. I was born in 1971. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in Ontario. ",1,1
R_umIlG3psoTGFIdP,"Racially, I am white. I am female. I was born in 1956. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 9. I live in Quebec. ",1,1
R_uwVyljjL6QYRGy5,"Racially, I am white. I am female. I was born in 1960. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Nova Scotia. ",1,1
R_uth30uU3AXYxz4B,"Racially, I am white. I am male. I was born in 1958. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Quebec. ",-1,2
R_uxqESS7CVLdYjwB,"Racially, I am white. I am female. I was born in 1977. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Quebec. ",2,1
